RowNumber,Cruise,Mon,Day,Year,Line,Station,Region,Latitude,Longitude,Biomass
1624,7703,3,24,1977,73,65,CC,35.133,-122.317,5.2
1625,7703,3,24,1977,73,70,CC,34.967,-122.667,22.2
1623,7703,3,23,1977,77,55,SC,34.9,-121.217,28.6
1619,7703,3,22,1977,77,60,SC,34.733,-121.567,129.8
1620,7703,3,22,1977,77,65,SC,34.567,-121.9,57.4
1621,7703,3,22,1977,77,90,SC,33.717,-123.65,0
1617,7703,3,21,1977,80,51,SC,34.45,-120.533,874.9
1618,7703,3,21,1977,80,55,SC,34.317,-120.8,52.5
1615,7703,3,20,1977,82,47,SC,34.25,-119.983,187.5
1616,7703,3,20,1977,83,55,SC,33.733,-120.4,224.5
1613,7703,3,19,1977,83,60,SC,33.567,-120.75,12.9
1614,7703,3,19,1977,83,90,SC,32.583,-122.833,0
1609,7703,3,17,1977,87,50,SC,33.333,-119.667,77
1610,7703,3,17,1977,87,55,SC,33.167,-120,36.3
1612,7703,3,18,1977,87,60,SC,33,-120.367,30
1611,7703,3,17,1977,90,37,SC,33.2,-118.433,11.3
1608,7703,3,16,1977,90,40,SC,33.1,-118.6,62.6
1606,7703,3,15,1977,90,65,SC,32.25,-120.3,3.2
1607,7703,3,15,1977,90,70,SC,32.1,-120.633,7.4
1603,7703,3,8,1977,93,35,SC,32.683,-117.85,0.3
1604,7703,3,9,1977,93,40,SC,32.5,-118.217,2.7
1605,7703,3,11,1977,93,90,SC,30.85,-121.567,0.7
1634,7703,4,8,1977,100,35,NBC,31.517,-117.117,1.9
1635,7703,4,9,1977,100,40,NBC,31.35,-117.45,48.8
1636,7703,4,10,1977,107,35,NBC,30.35,-116.35,13
1637,7703,4,10,1977,107,40,NBC,30.183,-116.683,15.5
1725,CALCOFI 7803-OUT,3,15,1978,60,55,CC,37.783,-123.25,67.3
1726,CALCOFI 7803-OUT,3,15,1978,60,60,CC,37.617,-123.617,209.8
1778,CALCOFI 7805-OUT,5,14,1978,60,60,CC,37.617,-123.617,18
1765,CALCOFI 7804-OUT,4,19,1978,63,50,CC,37.383,-122.467,14.3
1722,CALCOFI 7803-OUT,3,13,1978,63,52,CC,37.317,-122.6,1.3
1766,CALCOFI 7804-OUT,4,19,1978,63,52,CC,37.317,-122.6,67.7
1782,CALCOFI 7805-OUT,5,17,1978,63,52,CC,37.317,-122.6,67
1723,CALCOFI 7803-OUT,3,13,1978,63,55,CC,37.217,-122.833,1297.9
1762,CALCOFI 7804-OUT,4,18,1978,63,55,CC,37.217,-122.833,246
1780,CALCOFI 7805-OUT,5,16,1978,63,55,CC,37.217,-122.833,76.1
1724,CALCOFI 7803-OUT,3,14,1978,63,60,CC,37.05,-123.2,105.9
1781,CALCOFI 7805-OUT,5,16,1978,63,80,CC,36.383,-124.65,0.8
1779,CALCOFI 7805-OUT,5,15,1978,63,90,CC,36.05,-125.333,0.1
1763,CALCOFI 7804-OUT,4,18,1978,66,49,CC,36.883,-122.033,2.4
1764,CALCOFI 7804-OUT,4,18,1978,67,50,CC,36.8,-122.083,641.4
1783,CALCOFI 7805-OUT,5,17,1978,67,70,CC,36.133,-123.5,14.3
1721,CALCOFI 7803-OUT,3,11,1978,67,80,CC,35.8,-124.2,2.7
1784,CALCOFI 7805-OUT,5,18,1978,67,80,CC,35.8,-124.2,0.7
1716,CALCOFI 7803-OUT,3,10,1978,67,90,CC,35.467,-124.917,19.2
1761,CALCOFI 7804-OUT,4,17,1978,70,51,CC,36.183,-121.733,1256.6
1712,CALCOFI 7803-OUT,3,9,1978,70,65,CC,35.717,-122.75,2.4
1717,CALCOFI 7803-OUT,3,10,1978,70,70,CC,35.55,-123.1,13.5
1785,CALCOFI 7805-OUT,5,19,1978,70,70,CC,35.55,-123.1,3.3
1713,CALCOFI 7803-OUT,3,9,1978,73,53,CC,35.533,-121.483,326.2
1707,CALCOFI 7803-OUT,3,8,1978,73,60,CC,35.3,-121.967,216.1
1786,CALCOFI 7805-OUT,5,19,1978,73,60,CC,35.3,-121.967,0.1
1758,CALCOFI 7804-OUT,4,16,1978,73,70,CC,34.967,-122.667,0
1708,CALCOFI 7803-OUT,3,8,1978,73,90,CC,34.317,-124.067,8.3
1759,CALCOFI 7804,4,16,1978,77,48,SC,35.133,-120.733,0.1
1697,CALCOFI 7803,3,6,1978,77,51,SC,35.033,-120.95,62.3
1760,CALCOFI 7804,4,16,1978,77,51,SC,35.033,-120.95,591.5
1787,CALCOFI 7805-OUT,5,21,1978,77,51,SC,35.033,-120.95,43.4
1698,CALCOFI 7803,3,6,1978,77,55,SC,34.917,-121.217,118.2
1756,CALCOFI 7804,4,15,1978,77,55,SC,34.917,-121.217,26.2
1703,CALCOFI 7803-OUT,3,7,1978,77,60,SC,34.733,-121.567,36.5
1788,CALCOFI 7805-OUT,5,21,1978,77,80,SC,34.067,-122.95,0
1704,CALCOFI 7803-OUT,3,7,1978,77,90,SC,33.7,-123.617,0.5
1789,CALCOFI 7805,5,22,1978,80,51,SC,34.433,-120.55,799.8
1699,CALCOFI 7803,3,6,1978,80,60,SC,34.15,-121.15,17.1
1755,CALCOFI 7804,4,14,1978,80,60,SC,34.15,-121.167,576.2
1693,CALCOFI 7803,3,5,1978,80,70,SC,33.817,-121.85,9.7
1757,CALCOFI 7804,4,15,1978,80,70,SC,33.817,-121.85,10.2
1791,CALCOFI 7805,5,25,1978,83,40.6,SC,34.217,-119.4,6.9
1792,CALCOFI 7805,5,25,1978,83,42,SC,34.167,-119.5,233.3
1683,CALCOFI 7803,3,3,1978,83,51,SC,33.867,-120.15,6.2
1753,CALCOFI 7804,4,13,1978,83,51,SC,33.867,-120.15,27.6
1684,CALCOFI 7803,3,3,1978,83,55,SC,33.733,-120.417,3.4
1754,CALCOFI 7804,4,13,1978,83,55,SC,33.733,-120.417,104.3
1688,CALCOFI 7803,3,4,1978,83,60,SC,33.567,-120.75,8
1751,CALCOFI 7804,4,12,1978,83,60,SC,33.567,-120.75,5.6
1790,CALCOFI 7805,5,23,1978,83,60,SC,33.567,-120.75,328
1689,CALCOFI 7803-OUT,3,4,1978,83,80,SC,32.9,-122.133,5.1
1694,CALCOFI 7803-OUT,3,5,1978,83,90,SC,32.583,-122.833,0
1745,CALCOFI 7804,4,10,1978,87,32.5,SC,33.9,-118.45,0.1
1746,CALCOFI 7804,4,10,1978,87,32.7,SC,33.917,-118.467,0
1747,CALCOFI 7804,4,10,1978,87,33,SC,33.9,-118.483,1.6
1748,CALCOFI 7804,4,10,1978,87,34,SC,33.867,-118.55,5.7
1749,CALCOFI 7804,4,10,1978,87,36,SC,33.817,-118.667,61.6
1682,CALCOFI 7803,3,2,1978,87,40,SC,33.667,-118.967,15.4
1750,CALCOFI 7804,4,11,1978,87,40,SC,33.667,-118.967,7.6
1685,CALCOFI 7803,3,3,1978,87,45,SC,33.5,-119.317,20.7
1793,CALCOFI 7805,5,25,1978,87,50,SC,33.333,-119.667,4.1
1752,CALCOFI 7804,4,12,1978,87,60,SC,33,-120.367,1.1
1680,CALCOFI 7803,2,27,1978,87,70,SC,32.667,-121.033,9.1
1801,CALCOFI 7805,5,29,1978,87,70,SC,32.667,-121.033,12.6
1739,CALCOFI 7804-OUT,4,8,1978,90,27.6,SC,33.483,-117.767,0.1
1667,CALCOFI 7803,2,24,1978,90,28,SC,33.483,-117.783,18
1740,CALCOFI 7804,4,8,1978,90,28,SC,33.483,-117.783,72.4
1668,CALCOFI 7803,2,24,1978,90,29,SC,33.45,-117.833,4
1741,CALCOFI 7804,4,8,1978,90,29,SC,33.45,-117.833,61.1
1796,CALCOFI 7805,5,27,1978,90,29,SC,33.45,-117.833,86.1
1669,CALCOFI 7803,2,24,1978,90,30,SC,33.417,-117.9,12.4
1743,CALCOFI 7804,4,9,1978,90,30,SC,33.417,-117.9,20.1
1797,CALCOFI 7805,5,27,1978,90,30,SC,33.417,-117.9,22
1672,CALCOFI 7803,2,25,1978,90,31,SC,33.383,-117.967,47.8
1744,CALCOFI 7804,4,9,1978,90,31,SC,33.383,-117.967,126.7
1794,CALCOFI 7805,5,26,1978,90,31,SC,33.383,-117.967,153.4
1795,CALCOFI 7805,5,26,1978,90,33,SC,33.317,-118.117,478.2
1673,CALCOFI 7803,2,25,1978,90,53,SC,32.65,-119.483,4.1
1676,CALCOFI 7803,2,26,1978,90,60,SC,32.417,-119.967,0.7
1742,CALCOFI 7804,4,8,1978,90,60,SC,32.417,-119.967,0
1802,CALCOFI 7805,5,29,1978,90,80,SC,31.75,-121.333,0
1677,CALCOFI 7803-OUT,2,26,1978,90,90,SC,31.4,-122.017,0
1681,CALCOFI 7803-OUT,2,27,1978,90,100,SC,31.083,-122.65,0
1727,CALCOFI 7804,3,29,1978,93,26.7,SC,32.95,-117.283,0
1728,CALCOFI 7804,3,29,1978,93,26.9,SC,32.95,-117.3,0.4
1729,CALCOFI 7804,3,29,1978,93,28,SC,32.917,-117.367,80.7
1730,CALCOFI 7804,3,30,1978,93,29,SC,32.883,-117.45,6.1
1662,CALCOFI 7803,2,23,1978,93,30,SC,32.85,-117.517,3.2
1731,CALCOFI 7804,3,30,1978,93,30,SC,32.85,-117.517,4.1
1658,CALCOFI 7803,2,22,1978,93,35,SC,32.683,-117.867,7.1
1659,CALCOFI 7803,2,22,1978,93,40,SC,32.5,-118.2,6.4
1798,CALCOFI 7805,5,27,1978,93,40,SC,32.5,-118.2,313.9
1799,CALCOFI 7805,5,27,1978,93,45,SC,32.333,-118.533,77.5
1732,CALCOFI 7804,3,30,1978,93,50,SC,32.167,-118.883,0.9
1800,CALCOFI 7805,5,28,1978,93,50,SC,32.167,-118.883,82.8
1733,CALCOFI 7804,3,31,1978,93,55,SC,32,-119.233,0.2
1660,CALCOFI 7803,2,22,1978,93,60,SC,31.85,-119.567,2.9
1653,CALCOFI 7803-OUT,2,21,1978,93,70,SC,31.5,-120.233,0
1803,CALCOFI 7805-OUT,5,31,1978,93,70,SC,31.5,-120.233,0
1734,CALCOFI 7804-OUT,4,1,1978,93,80,SC,31.167,-120.9,0
1652,CALCOFI 7803-OUT,2,21,1978,93,100,SC,30.5,-122.233,0
1639,CALCOFI 7803-OUT,2,18,1978,97,29,NBC,32.3,-117.083,0.1
1642,CALCOFI 7803-OUT,2,19,1978,97,30,NBC,32.267,-117.117,0.2
1643,CALCOFI 7803-OUT,2,19,1978,97,32,NBC,32.2,-117.25,3
1735,CALCOFI 7804-OUT,4,4,1978,97,35,NBC,32.1,-117.467,7.3
1736,CALCOFI 7804-OUT,4,5,1978,97,40,NBC,31.933,-117.8,4.2
1644,CALCOFI 7803-OUT,2,19,1978,97,50,NBC,31.65,-118.483,2.2
1645,CALCOFI 7803-OUT,2,19,1978,97,55,NBC,31.433,-118.833,0
1647,CALCOFI 7803-OUT,2,20,1978,97,60,NBC,31.267,-119.167,0
1737,CALCOFI 7804-OUT,4,5,1978,97,70,NBC,30.917,-119.85,0
1804,CALCOFI 7805-OUT,5,31,1978,97,80,NBC,30.583,-120.517,0
1648,CALCOFI 7803-OUT,2,20,1978,97,90,NBC,30.267,-121.183,0
1767,CALCOFI 7804-OUT,4,21,1978,100,30,NBC,31.683,-116.783,28.1
1768,CALCOFI 7804-OUT,4,22,1978,100,35,NBC,31.517,-117.117,13.3
1769,CALCOFI 7804-OUT,4,22,1978,100,40,NBC,31.35,-117.45,11.3
1638,CALCOFI 7803-OUT,2,18,1978,100,45,NBC,31.183,-117.783,0
1640,CALCOFI 7803-OUT,2,19,1978,100,50,NBC,31.017,-118.117,0
1641,CALCOFI 7803-OUT,2,19,1978,100,90,NBC,29.683,-120.783,0
1738,CALCOFI 7804-OUT,4,7,1978,100,90,NBC,29.683,-120.783,0
1649,CALCOFI 7803-OUT,2,21,1978,103,45,NBC,30.6,-117.4,0
1771,CALCOFI 7804-OUT,4,23,1978,103,45,NBC,30.6,-117.4,0
1646,CALCOFI 7803-OUT,2,20,1978,103,50,NBC,30.433,-117.75,0
1770,CALCOFI 7804-OUT,4,22,1978,103,50,NBC,30.433,-117.75,0.5
1650,CALCOFI 7803-OUT,2,21,1978,107,32,NBC,30.433,-116.183,0.3
1651,CALCOFI 7803-OUT,2,21,1978,107,35,NBC,30.367,-116.383,0.3
1772,CALCOFI 7804-OUT,4,23,1978,107,35,NBC,30.367,-116.383,0.5
1654,CALCOFI 7803-OUT,2,22,1978,107,40,NBC,30.183,-116.7,0
1773,CALCOFI 7804-OUT,4,24,1978,107,40,NBC,30.183,-116.7,0
1655,CALCOFI 7803-OUT,2,22,1978,107,45,NBC,30.033,-117.033,0
1774,CALCOFI 7804-OUT,4,24,1978,107,45,NBC,30.033,-117.033,0.6
1656,CALCOFI 7803-OUT,2,22,1978,107,70,NBC,29.183,-118.683,0
1657,CALCOFI 7803-OUT,2,22,1978,107,80,NBC,28.867,-119.333,0
1775,CALCOFI 7804-OUT,4,24,1978,110,32.4,NBC,29.85,-115.833,0.5
1776,CALCOFI 7804-OUT,4,24,1978,110,35,NBC,29.767,-116,2
1663,CALCOFI 7803-OUT,2,24,1978,110,40,NBC,29.617,-116.333,0
1664,CALCOFI 7803-OUT,2,24,1978,110,45,NBC,29.45,-116.667,0
1661,CALCOFI 7803-OUT,2,23,1978,110,50,NBC,29.283,-116.983,0
1777,CALCOFI 7804-OUT,4,25,1978,113,29,CBC,29.417,-115.233,0
1665,CALCOFI 7803-OUT,2,24,1978,113,35,CBC,29.2,-115.633,0
1666,CALCOFI 7803-OUT,2,24,1978,113,40,CBC,29.033,-115.95,0
1670,CALCOFI 7803-OUT,2,25,1978,113,45,CBC,28.867,-116.3,0
1671,CALCOFI 7803-OUT,2,25,1978,113,80,CBC,27.7,-118.567,0
1678,CALCOFI 7803-OUT,2,27,1978,117,40,CBC,28.467,-115.6,0
1679,CALCOFI 7803-OUT,2,27,1978,117,45,CBC,28.3,-115.933,0
1674,CALCOFI 7803-OUT,2,26,1978,117,50,CBC,28.133,-116.25,0
1675,CALCOFI 7803-OUT,2,26,1978,117,80,CBC,27.133,-118.183,0
1686,CALCOFI 7803-OUT,3,4,1978,119,33,CBC,28.317,-114.883,0
1687,CALCOFI 7803-OUT,3,4,1978,120,30,CBC,28.217,-114.567,0
1690,CALCOFI 7803-OUT,3,5,1978,120,35,CBC,28.05,-114.9,0
1691,CALCOFI 7803-OUT,3,5,1978,120,40,CBC,27.95,-115.233,0
1692,CALCOFI 7803-OUT,3,5,1978,120,70,CBC,26.883,-117.167,0
1695,CALCOFI 7803-OUT,3,6,1978,120,80,CBC,26.55,-117.817,0
1700,CALCOFI 7803-OUT,3,7,1978,123,45,CBC,27.133,-115.2,0
1696,CALCOFI 7803-OUT,3,6,1978,123,50,CBC,26.967,-115.517,0
1701,CALCOFI 7803-OUT,3,7,1978,127,40,CBC,26.733,-114.483,0
1702,CALCOFI 7803-OUT,3,7,1978,127,45,CBC,26.55,-114.817,0
1705,CALCOFI 7803-OUT,3,8,1978,127,50,CBC,26.383,-115.133,0
1709,CALCOFI 7803-OUT,3,9,1978,130,40,CBC,26.15,-114.117,0
1706,CALCOFI 7803-OUT,3,8,1978,130,50,CBC,25.817,-114.75,0
1710,CALCOFI 7803-OUT,3,9,1978,133,25,SBC,26.05,-112.8,0
1711,CALCOFI 7803-OUT,3,9,1978,133,30,SBC,25.917,-113.133,0
1714,CALCOFI 7803-OUT,3,10,1978,133,35,SBC,25.75,-113.45,0
1718,CALCOFI 7803-OUT,3,11,1978,137,22,SBC,25.6,-112.25,0
1719,CALCOFI 7803-OUT,3,11,1978,137,23,SBC,25.567,-112.317,0
1720,CALCOFI 7803-OUT,3,11,1978,137,50,SBC,24.667,-114.033,0
1715,CALCOFI 7803-OUT,3,10,1978,137,60,SBC,24.333,-114.667,0
1846,7905,5,21,1979,60,52.5,CC,37.883,-123.067,1302.3
1812,CALCOFI 7903,3,13,1979,60,55,CC,37.783,-123.25,34.5
1845,7905,5,20,1979,60,55,CC,37.783,-123.25,441.2
1813,CALCOFI 7903,3,13,1979,60,60,CC,37.617,-123.617,78.1
1809,CALCOFI 7903,3,11,1979,63.3,80,CC,36.383,-124.667,346.7
1811,CALCOFI 7903,3,12,1979,63.3,90,CC,36.067,-125.333,62.4
1810,CALCOFI 7903,3,11,1979,66.7,55,CC,36.633,-122.417,61.4
1806,CALCOFI 7903,3,10,1979,66.7,60,CC,36.467,-122.783,221.8
1807,CALCOFI 7903,3,10,1979,66.7,70,CC,36.117,-123.483,17.5
1814,7904,4,1,1979,67,55,CC,36.65,-122.433,135.8
1815,7904,4,1,1979,67,60,CC,36.467,-122.783,387.7
1805,CALCOFI 7903,3,9,1979,70,60,CC,35.867,-122.367,567.9
1808,CALCOFI 7903,3,10,1979,70,70,CC,35.567,-123.117,30.1
1816,7904,4,4,1979,73,50,CC,35.617,-121.283,5.7
1817,7904,4,4,1979,73,53,CC,35.533,-121.483,19.7
1818,7904,4,5,1979,73,60,CC,35.3,-121.967,46
1820,7904,4,6,1979,77,60,SC,34.733,-121.567,17.2
1819,7904,4,5,1979,77,70,SC,34.4,-122.267,61.4
1821,7904,4,6,1979,80,55,SC,34.317,-120.8,401.6
1822,7904,4,6,1979,80,60,SC,34.15,-121.15,74
1824,7904,4,9,1979,83,40.6,SC,34.217,-119.4,1.3
1825,7904,4,9,1979,83,42,SC,34.167,-119.5,76.2
1831,7904,4,16,1979,83,60,SC,33.567,-120.75,78.8
1823,7904,4,8,1979,83,80,SC,32.9,-122.133,13.4
1832,7904,4,16,1979,87,35,SC,33.833,-118.633,37.7
1833,7904,4,16,1979,87,40,SC,33.667,-118.967,117.6
1834,7904,4,17,1979,87,50,SC,33.333,-119.667,5.3
1835,7904,4,17,1979,87,80,SC,32.333,-121.7,35.7
1830,7904,4,14,1979,90,53,SC,32.65,-119.483,97.5
1826,7904,4,11,1979,93,35,SC,32.683,-117.85,21.4
1827,7904,4,11,1979,93,40,SC,32.5,-118.2,14.2
1828,7904,4,12,1979,93,45,SC,32.333,-118.533,42.7
1829,7904,4,13,1979,93,80,SC,31.167,-120.917,2
1836,7905,5,8,1979,97,30,NBC,32.267,-117.117,3.6
1837,7905,5,8,1979,97,32,NBC,32.2,-117.25,5.8
1838,7905,5,9,1979,97,35,NBC,32.083,-117.45,9.8
1840,7905,5,11,1979,100,29,NBC,31.7,-116.717,19.4
1841,7905,5,11,1979,100,30,NBC,31.683,-116.783,30.6
1839,7905,5,10,1979,100,35,NBC,31.517,-117.117,4.1
1842,7905,5,12,1979,110,32.4,NBC,29.85,-115.833,1.7
1843,7905,5,13,1979,110,35,NBC,29.767,-116,0.6
1844,7905,5,13,1979,110,40,NBC,29.617,-116.317,1.5
1879,8004,4,15,1980,60,55,CC,37.783,-123.25,70.6
1892,CALCOFI 8005,5,19,1980,60,55,CC,37.783,-123.25,55.4
1880,8004,4,15,1980,60,60,CC,37.617,-123.617,354.1
1893,CALCOFI 8005,5,19,1980,63.3,55,CC,37.217,-122.833,16.8
1881,8004,4,18,1980,70,60,CC,35.883,-122.367,90.6
1895,CALCOFI 8005,5,21,1980,70,60,CC,35.883,-122.367,455.9
1894,CALCOFI 8005,5,20,1980,70,70,CC,35.55,-123.067,25.8
1882,8004,4,18,1980,73.3,60,CC,35.317,-121.967,186.5
1883,8004,4,19,1980,73.3,70,CC,34.983,-122.667,14.2
1884,8004,4,20,1980,76.7,51,SC,35.017,-120.917,182.2
1862,8003,3,3,1980,77,55,SC,34.9,-121.2,158.1
1863,8003,3,3,1980,77,60,SC,34.733,-121.55,6.1
1866,8003,3,4,1980,77,65,SC,34.567,-121.9,6.7
1878,8004,4,14,1980,80,51,SC,34.45,-120.517,0.7
1864,8003,3,3,1980,80,55,SC,34.317,-120.8,104.8
1876,8004,4,13,1980,80,55,SC,34.317,-120.8,80.4
1865,8003,3,3,1980,80,60,SC,34.15,-121.15,55
1861,8003,3,2,1980,80,70,SC,33.817,-121.85,5
1856,8003,2,29,1980,82,46,SC,34.267,-119.933,0.5
1859,8003,3,1,1980,83,52,SC,33.85,-120.2,506.2
1860,8003,3,1,1980,83,55,SC,33.733,-120.4,94.5
1885,8004,4,21,1980,83.3,40.6,SC,34.233,-119.417,4.4
1877,8004,4,13,1980,83.3,51,SC,33.883,-120.133,59.1
1886,8004,4,23,1980,86.7,45,SC,33.483,-119.317,47.6
1857,8003,2,29,1980,87,40,SC,33.667,-118.983,42.5
1858,8003,2,29,1980,87,45,SC,33.5,-119.333,32.8
1855,8003,2,28,1980,87,51,SC,33.3,-119.733,6.5
1849,8003,2,25,1980,90,29,SC,33.467,-117.817,15.2
1850,8003,2,25,1980,90,30,SC,33.417,-117.9,98.5
1853,8003,2,26,1980,90,37,SC,33.183,-118.383,14.1
1887,8004,4,25,1980,90,53,SC,32.65,-119.483,41.5
1854,8003,2,26,1980,90,70,SC,32.083,-120.633,8.3
1851,8003,2,25,1980,93,40,SC,32.5,-118.217,0.1
1852,8003,2,25,1980,93,45,SC,32.35,-118.55,5.2
1848,8003,2,24,1980,93,70,SC,31.517,-120.25,4.4
1847,8003,2,23,1980,93,80,SC,31.167,-120.917,0.3
1888,8004,4,28,1980,93.3,28,SC,32.917,-117.4,6.7
1889,8004,4,28,1980,93.3,30,SC,32.85,-117.533,45.9
1890,8004,4,28,1980,93.3,55,SC,32.017,-119.233,776.2
1891,8004,4,28,1980,93.3,60,SC,31.85,-119.567,51.4
1874,8003,3,31,1980,96.7,30,NBC,32.25,-117.15,2.8
1872,8003,3,28,1980,96.7,32,NBC,32.183,-117.283,36.5
1873,8003,3,28,1980,96.7,55,NBC,31.433,-118.833,0
1871,8003,3,27,1980,100,50,NBC,31.017,-118.117,0
1875,8003,4,1,1980,106.7,32,NBC,30.467,-116.167,7.5
1870,8003,3,25,1980,106.7,35,NBC,30.367,-116.367,10.4
1869,8003,3,24,1980,106.7,40,NBC,30.2,-116.7,0
1867,8003,3,22,1980,110,36,NBC,29.75,-116.083,0
1868,8003,3,22,1980,110,40,NBC,29.617,-116.333,0
1937,CALCOFI 8104,4,18,1981,60,70,CC,37.283,-124.333,216.4
1929,CALCOFI 8104,4,15,1981,63.3,60,CC,37.067,-123.267,74.5
1957,CALCOFI 8104,4,25,1981,63.3,70,CC,36.717,-123.917,3
1924,CALCOFI 8104,4,14,1981,66.7,49,CC,36.833,-121.983,3
1925,CALCOFI 8104,4,14,1981,66.7,50,CC,36.783,-122.067,0.2
1926,CALCOFI 8104,4,14,1981,66.7,70,CC,36.117,-123.483,183.1
1919,CALCOFI 8104,4,13,1981,66.7,80,CC,35.783,-124.183,16.4
1955,CALCOFI 8104,4,24,1981,70,51,CC,36.183,-121.733,652
1951,CALCOFI 8104,4,23,1981,70,53,CC,36.117,-121.867,747.9
1952,CALCOFI 8104,4,23,1981,70,90,CC,34.883,-124.483,10.7
1944,CALCOFI 8104,4,21,1981,73.3,50,CC,35.65,-121.25,0.4
1913,CALCOFI 8104,4,11,1981,73.3,53,CC,35.55,-121.467,490.4
1947,CALCOFI 8104,4,22,1981,73.3,60,CC,35.317,-121.967,69.1
1907,CALCOFI 8104,4,9,1981,76.7,70,SC,34.383,-122.25,65.6
1942,CALCOFI 8104,4,20,1981,76.7,80,SC,34.05,-122.95,6.1
1903,CALCOFI 8104,4,8,1981,80,55,SC,34.317,-120.8,297.8
1901,CALCOFI 8104,4,7,1981,80,60,SC,34.117,-121.15,223.6
1939,CALCOFI 8104,4,19,1981,80,70,SC,33.817,-121.85,91.2
1943,CALCOFI 8104,4,20,1981,80,80,SC,33.483,-122.533,1.3
1933,CALCOFI 8104,4,16,1981,82,46,SC,34.267,-119.933,82.1
1930,CALCOFI 8104,4,15,1981,83.3,70,SC,33.25,-121.45,81.4
1920,CALCOFI 8104,4,13,1981,86.7,40,SC,33.667,-118.967,267.7
1921,CALCOFI 8104,4,13,1981,86.7,45,SC,33.483,-119.317,121.1
1899,CALCOFI 8104,4,6,1981,86.7,50,SC,33.4,-119.617,27
1900,CALCOFI 8104,4,6,1981,86.7,55,SC,33.167,-120.133,128.2
1898,CALCOFI 8104,4,5,1981,86.7,60,SC,32.983,-120.317,23.8
1931,CALCOFI 8104,4,15,1981,86.7,80,SC,32.317,-121.717,201
1914,CALCOFI 8104,4,11,1981,90,45,SC,32.917,-118.933,32.8
1910,CALCOFI 8104,4,10,1981,90,53,SC,32.65,-119.483,44.2
1897,CALCOFI 8104,4,1,1981,90,70,SC,32.083,-120.633,26
1911,CALCOFI 8104,4,10,1981,90,80,SC,31.75,-121.317,11.7
1902,CALCOFI 8104,4,7,1981,93.3,28,SC,32.917,-117.4,168.6
1904,CALCOFI 8104,4,8,1981,93.3,30,SC,32.85,-117.533,53.8
1905,CALCOFI 8104,4,8,1981,93.3,55,SC,32.017,-119.233,48
1906,CALCOFI 8104,4,8,1981,93.3,60,SC,31.85,-119.567,30.3
1908,CALCOFI 8104,4,9,1981,93.3,70,SC,31.517,-120.25,4.6
1896,CALCOFI 8104,3,27,1981,96.7,40,NBC,31.933,-117.817,32.7
1909,CALCOFI 8104,4,9,1981,96.7,45,NBC,31.75,-118.167,12.4
1915,CALCOFI 8104,4,12,1981,100,35,NBC,31.533,-117.133,18.2
1912,CALCOFI 8104,4,11,1981,100,40,NBC,31.35,-117.45,10.6
1916,CALCOFI 8104,4,12,1981,103.3,40,NBC,30.783,-117.083,19.9
1917,CALCOFI 8104,4,13,1981,103.3,45,NBC,30.617,-117.417,1.9
1918,CALCOFI 8104,4,13,1981,103.3,50,NBC,30.45,-117.75,12.3
1927,CALCOFI 8104,4,15,1981,106.7,35,NBC,30.367,-116.367,0.7
1922,CALCOFI 8104,4,14,1981,106.7,40,NBC,30.167,-116.7,0.6
1923,CALCOFI 8104,4,14,1981,106.7,45,NBC,30,-117.05,2.4
1928,CALCOFI 8104,4,15,1981,110,40,NBC,29.6,-116.317,0
1932,CALCOFI 8104,4,16,1981,110,45,NBC,29.45,-116.65,0
1934,CALCOFI 8104,4,18,1981,113.3,45,CBC,28.85,-116.3,0
1935,CALCOFI 8104,4,18,1981,116.7,25,CBC,28.967,-114.6,0
1936,CALCOFI 8104,4,18,1981,116.7,30,CBC,28.8,-114.917,0
1938,CALCOFI 8104,4,19,1981,116.7,35,CBC,28.633,-115.267,1.6
1940,CALCOFI 8104,4,20,1981,116.7,40,CBC,28.467,-115.583,0
1941,CALCOFI 8104,4,20,1981,118,39,CBC,28.267,-115.367,0
1945,CALCOFI 8104,4,22,1981,120,50,CBC,27.55,-115.867,3.9
1946,CALCOFI 8104,4,22,1981,123.3,42,CBC,27.25,-115,0
1948,CALCOFI 8104,4,23,1981,123.3,45,CBC,27.15,-115.183,0
1949,CALCOFI 8104,4,23,1981,123.3,50,CBC,26.983,-115.5,0
1953,CALCOFI 8104,4,24,1981,126.7,40,CBC,26.733,-114.483,0
1950,CALCOFI 8104,4,23,1981,126.7,45,CBC,26.55,-114.8,0
1954,CALCOFI 8104,4,24,1981,130,40,CBC,26.117,-114.133,0
1956,CALCOFI 8104,4,25,1981,130,50,CBC,25.817,-114.767,0
2008,8203,4,10,1982,60,70,CC,37.3,-124.317,460.6
2009,CALCOFI 8203,4,11,1982,60,90,CC,36.633,-125.75,56.2
2007,8203,4,9,1982,63.3,60,CC,37.05,-123.2,175.2
2006,8203,4,8,1982,63.3,70,CC,36.7,-123.917,17.4
2005,8203,4,7,1982,66.7,60,CC,36.45,-122.767,94.8
2003,8203,4,5,1982,70,53,CC,36.117,-121.867,33.6
2004,CALCOFI 8203,4,5,1982,70,90,CC,34.883,-124.5,0
1999,8203,4,3,1982,73.3,70,CC,34.967,-122.667,129.1
2002,8203,4,4,1982,73.3,80,CC,34.633,-123.367,11.2
2000,8203,4,3,1982,76.7,55,SC,34.883,-121.183,127.5
2001,8203,4,3,1982,76.7,60,SC,34.717,-121.55,1
