RowNumber,Cruise,Mon,Day,Year,Line,Station,Region,Latitude,Longitude,Biomass
789,CALCOFI 6104,5,4,1961,118,39,CBC,28.317,-115.4,9.2
792,CALCOFI 6104,5,5,1961,120,25,CBC,28.383,-114.25,0
793,CALCOFI 6104,5,5,1961,120,45,CBC,27.7,-115.567,0.2
794,CALCOFI 6104,5,5,1961,120,50,CBC,27.55,-115.9,0
795,CALCOFI 6104,5,6,1961,123,37,CBC,27.4,-114.667,0
796,CALCOFI 6104,5,6,1961,123,42,CBC,27.233,-114.983,0
797,CALCOFI 6104,5,6,1961,123,45,CBC,27.133,-115.183,0
798,CALCOFI 6104,5,6,1961,123,50,CBC,26.967,-115.517,0
799,CALCOFI 6104,5,8,1961,127,34,CBC,26.917,-114.117,0
800,CALCOFI 6104,5,8,1961,127,40,CBC,26.733,-114.483,0
801,CALCOFI 6104,5,8,1961,127,45,CBC,26.55,-114.817,1.2
802,CALCOFI 6104,5,9,1961,130,30,CBC,26.483,-113.483,0
803,CALCOFI 6104,5,9,1961,130,35,CBC,26.25,-113.783,0
804,CALCOFI 6104,5,9,1961,130,40,CBC,26.2,-114.15,0
828,CALCOFI 6203,3,28,1962,60,90,CC,36.567,-125.767,74.3
825,CALCOFI 6203,3,23,1962,63,52,CC,37.267,-122.667,18.5
826,CALCOFI 6203,3,23,1962,63,55,CC,37.2,-122.867,257.5
827,CALCOFI 6203,3,23,1962,63,60,CC,37.05,-123.217,376.7
824,CALCOFI 6203,3,22,1962,70,53,CC,36.083,-121.933,721.2
823,CALCOFI 6203,3,21,1962,70,80,CC,35.25,-123.817,0
818,CALCOFI 6203,3,16,1962,73,53,CC,35.533,-121.483,9.1
819,CALCOFI 6203,3,16,1962,73,60,CC,35.283,-121.95,31.5
820,CALCOFI 6203,3,16,1962,77,57,SC,34.817,-121.367,196.4
821,CALCOFI 6203,3,17,1962,80,60,SC,34.117,-121.133,13.9
822,CALCOFI 6203,3,17,1962,80,65,SC,34,-121.467,8.3
805,CALCOFI 6201,2,1,1962,83,65,SC,33.4,-121.1,154.1
836,CALCOFI 6203,4,12,1962,83,65,SC,33.4,-121.1,76.4
806,CALCOFI 6201,2,1,1962,83,70,SC,33.25,-121.433,30.3
835,CALCOFI 6203,4,11,1962,83,70,SC,33.25,-121.433,25.6
807,CALCOFI 6201,2,2,1962,83,80,SC,32.9,-122.133,14
810,CALCOFI 6201,2,3,1962,87,55,SC,33.167,-120.083,55.1
811,CALCOFI 6201,2,3,1962,87,60,SC,32.983,-120.417,32.1
837,CALCOFI 6203,4,13,1962,87,60,SC,33,-120.367,11.5
808,CALCOFI 6201,2,2,1962,87,65,SC,32.833,-120.717,109.9
838,CALCOFI 6203,4,13,1962,87,65,SC,32.833,-120.7,23.7
809,CALCOFI 6201,2,2,1962,87,70,SC,32.667,-121.033,2
839,CALCOFI 6203,4,13,1962,87,70,SC,32.667,-121.033,73.5
834,CALCOFI 6203,4,7,1962,90,28,SC,33.467,-117.783,37.8
830,CALCOFI 6203,4,6,1962,90,32,SC,33.317,-118.05,13.1
831,CALCOFI 6203,4,6,1962,90,37,SC,33.167,-118.383,9.5
832,CALCOFI 6203,4,6,1962,90,60,SC,32.483,-120.1,48.4
833,CALCOFI 6203,4,6,1962,90,65,SC,32.267,-120.283,33
829,CALCOFI 6203,4,5,1962,90,70,SC,31.95,-120.617,11.3
812,CALCOFI 6201,2,3,1962,93,28,SC,32.917,-117.367,15.9
840,CALCOFI 6203,4,14,1962,93,28,SC,32.917,-117.367,17.2
841,CALCOFI 6203,4,14,1962,93,30,SC,32.85,-117.517,10.7
813,CALCOFI 6201,2,4,1962,93,35,SC,32.65,-117.867,7.2
814,CALCOFI 6201,2,4,1962,93,40,SC,32.5,-118.2,8.4
842,CALCOFI 6203,4,15,1962,93,60,SC,31.833,-119.567,25.7
815,CALCOFI 6201,2,4,1962,93,65,SC,31.65,-119.883,1.6
843,CALCOFI 6203,4,15,1962,93,65,SC,31.667,-119.9,3.8
816,CALCOFI 6201,2,4,1962,93,70,SC,31.45,-120.2,0
844,CALCOFI 6203,4,15,1962,93,70,SC,31.5,-120.233,44
817,CALCOFI 6201,2,5,1962,93,80,SC,31.067,-120.783,0
906,CALCOFI 6304,4,24,1963,60,90,CC,36.617,-125.783,19.2
893,CALCOFI 6304,4,20,1963,63,55,CC,37.217,-122.833,524.4
894,CALCOFI 6304,4,20,1963,63,60,CC,37.067,-123.167,148.7
887,CALCOFI 6304,4,19,1963,70,50,CC,36.183,-121.733,107.1
888,CALCOFI 6304,4,19,1963,70,51,CC,36.183,-121.767,1095.5
889,CALCOFI 6304,4,19,1963,70,52,CC,36.15,-121.833,67
890,CALCOFI 6304,4,19,1963,70,53,CC,36.117,-121.9,181.2
883,CALCOFI 6304,4,18,1963,70,90,CC,34.883,-124.5,0
880,CALCOFI 6304,4,17,1963,70,120,CC,33.867,-126.717,0.4
916,CALCOFI 6304,4,27,1963,70,200,CC,31.217,-132.033,0
860,CALCOFI 6304,4,11,1963,73,49.4,CC,35.633,-121.267,14.3
861,CALCOFI 6304,4,11,1963,73,50,CC,35.617,-121.283,93.7
862,CALCOFI 6304,4,11,1963,73,51,CC,35.583,-121.35,21.6
863,CALCOFI 6304,4,11,1963,73,53,CC,35.517,-121.467,8.4
864,CALCOFI 6304,4,12,1963,77,47.6,SC,35.15,-120.7,0
865,CALCOFI 6304,4,12,1963,80,50.2,SC,34.467,-120.5,0.9
866,CALCOFI 6304,4,12,1963,80,51,SC,34.45,-120.517,3.8
867,CALCOFI 6304,4,12,1963,80,52,SC,34.417,-120.583,216.2
871,CALCOFI 6304,4,14,1963,80,65,SC,33.983,-121.5,13.1
868,CALCOFI 6304,4,13,1963,83,60,SC,33.567,-120.75,65.7
869,CALCOFI 6304,4,13,1963,83,65,SC,33.4,-121.1,32.7
870,CALCOFI 6304,4,13,1963,83,70,SC,33.25,-121.433,95.2
874,CALCOFI 6304,4,15,1963,87,32.5,SC,33.9,-118.45,0
875,CALCOFI 6304,4,15,1963,87,33,SC,33.9,-118.5,0.4
876,CALCOFI 6304,4,15,1963,87,34,SC,33.867,-118.55,0.6
851,CALCOFI 6301,2,3,1963,87,50,SC,33.333,-119.667,1.1
852,CALCOFI 6301,2,3,1963,87,55,SC,33.2,-120.017,15.1
853,CALCOFI 6301,2,3,1963,87,60,SC,33.017,-120.35,1
872,CALCOFI 6304,4,14,1963,87,70,SC,32.65,-121.033,18.5
873,CALCOFI 6304,4,14,1963,87,80,SC,32.333,-121.717,11.8
848,CALCOFI 6301,2,2,1963,90,28,SC,33.483,-117.767,3.5
849,CALCOFI 6301,2,2,1963,90,32,SC,33.35,-118.05,21.3
850,CALCOFI 6301,2,2,1963,90,37,SC,33.183,-118.383,26.2
934,CALCOFI 6304,5,2,1963,90,45,SC,32.917,-118.933,56.9
935,CALCOFI 6304,5,2,1963,90,53,SC,32.65,-119.467,64.8
845,CALCOFI 6301,2,1,1963,90,60,SC,32.2,-119.933,16.8
846,CALCOFI 6301,2,1,1963,90,65,SC,32.05,-120.267,139.9
847,CALCOFI 6301,2,1,1963,90,70,SC,31.9,-120.6,19.8
933,CALCOFI 6304,5,1,1963,90,90,SC,31.4,-122.017,1.2
928,CALCOFI 6304,4,30,1963,90,140,SC,29.75,-125.333,0
924,CALCOFI 6304,4,29,1963,90,180,SC,28.417,-127.967,0
854,CALCOFI 6301,2,4,1963,93,28,SC,32.917,-117.367,189.8
855,CALCOFI 6301,2,4,1963,93,30,SC,32.85,-117.517,29.2
856,CALCOFI 6301,2,4,1963,93,35,SC,32.683,-117.867,8.1
877,CALCOFI 6304,4,16,1963,93,40,SC,32.5,-118.2,61.9
857,CALCOFI 6301,2,4,1963,93,40,SC,32.517,-118.217,31.5
878,CALCOFI 6304,4,16,1963,93,45,SC,32.333,-118.533,21.2
879,CALCOFI 6304,4,16,1963,93,50,SC,32.167,-118.9,16.8
858,CALCOFI 6301,2,5,1963,93,65,SC,31.7,-119.933,3.6
859,CALCOFI 6301,2,5,1963,93,70,SC,31.55,-120.333,4
881,CALCOFI 6304,4,17,1963,93,80,SC,31.167,-120.933,60.7
882,CALCOFI 6304,4,17,1963,93,90,SC,30.9,-121.6,5.2
884,CALCOFI 6304,4,18,1963,97,50,NBC,31.617,-118.55,9.1
885,CALCOFI 6304,4,18,1963,97,55,NBC,31.433,-118.867,9.3
886,CALCOFI 6304,4,18,1963,97,60,NBC,31.267,-119.183,6.4
936,CALCOFI 6304,5,5,1963,100,30,NBC,31.683,-116.783,4.6
937,CALCOFI 6304,5,5,1963,100,35,NBC,31.517,-117.117,4.3
938,CALCOFI 6304,5,6,1963,100,65,NBC,30.433,-119.083,13.7
939,CALCOFI 6304,5,6,1963,100,70,NBC,30.283,-119.417,0.5
940,CALCOFI 6304,5,7,1963,100,100,NBC,29.333,-121.533,0
891,CALCOFI 6304,4,20,1963,103,29,NBC,31.117,-116.35,0
892,CALCOFI 6304,4,20,1963,103,30,NBC,31.083,-116.417,0.1
895,CALCOFI 6304,4,21,1963,103,60,NBC,30.1,-118.417,0
896,CALCOFI 6304,4,21,1963,103,65,NBC,29.95,-118.733,0
897,CALCOFI 6304,4,21,1963,103,70,NBC,29.8,-119.05,0
900,CALCOFI 6304,4,23,1963,107,30,NBC,30.5,-116.05,0
901,CALCOFI 6304,4,23,1963,107,31,NBC,30.467,-116.117,0.2
902,CALCOFI 6304,4,23,1963,107,32,NBC,30.433,-116.183,19.6
903,CALCOFI 6304,4,23,1963,107,35,NBC,30.367,-116.383,27.5
898,CALCOFI 6304,4,22,1963,107,70,NBC,29.183,-118.683,0
899,CALCOFI 6304,4,22,1963,107,80,NBC,28.883,-119.367,0.2
943,CALCOFI 6304,5,10,1963,110,55,NBC,29.1,-117.333,0.6
944,CALCOFI 6304,5,10,1963,110,60,NBC,28.933,-117.65,0.1
942,CALCOFI 6304,5,9,1963,110,90,NBC,27.95,-119.617,2.7
941,CALCOFI 6304,5,8,1963,110,120,NBC,26.917,-121.567,0
904,CALCOFI 6304,4,24,1963,113,45,CBC,28.833,-116.3,10.3
907,CALCOFI 6304,4,25,1963,113,50,CBC,28.683,-116.617,0.8
905,CALCOFI 6304,4,24,1963,113,55,CBC,28.533,-116.95,0.5
967,CALCOFI 6304,5,24,1963,115,35,CBC,28.917,-115.45,134.9
910,CALCOFI 6304,4,26,1963,117,40,CBC,28.467,-115.6,1
911,CALCOFI 6304,4,26,1963,117,45,CBC,28.3,-115.933,0.9
912,CALCOFI 6304,4,26,1963,117,50,CBC,28.183,-116.267,0
908,CALCOFI 6304,4,25,1963,117,80,CBC,27.117,-118.2,0
909,CALCOFI 6304,4,25,1963,117,90,CBC,26.8,-118.833,0
913,CALCOFI 6304,4,26,1963,118,39,CBC,28.317,-115.4,10.1
914,CALCOFI 6304,4,27,1963,120,25,CBC,28.383,-114.25,0
915,CALCOFI 6304,4,27,1963,120,30,CBC,28.217,-114.567,0.7
945,CALCOFI 6304,5,13,1963,120,50,CBC,27.533,-115.867,5.8
946,CALCOFI 6304,5,13,1963,120,55,CBC,27.333,-116.217,104.3
947,CALCOFI 6304,5,14,1963,120,80,CBC,26.55,-117.817,0.1
948,CALCOFI 6304,5,15,1963,120,120,CBC,25.217,-120.383,0
917,CALCOFI 6304,4,28,1963,123,60,CBC,26.65,-116.167,0
918,CALCOFI 6304,4,28,1963,123,65,CBC,26.483,-116.467,0
919,CALCOFI 6304,4,28,1963,123,70,CBC,26.317,-116.783,0
920,CALCOFI 6304,4,29,1963,127,50,CBC,26.383,-115.133,0.1
921,CALCOFI 6304,4,29,1963,127,55,CBC,26.233,-115.45,0
922,CALCOFI 6304,4,29,1963,127,60,CBC,26.067,-115.783,0
923,CALCOFI 6304,4,29,1963,127,65,CBC,25.883,-116.1,0
951,CALCOFI 6304,5,18,1963,130,26,CBC,26.617,-113.233,0
952,CALCOFI 6304,5,18,1963,130,28,CBC,26.55,-113.367,0
953,CALCOFI 6304,5,18,1963,130,30,CBC,26.517,-113.483,0.1
954,CALCOFI 6304,5,18,1963,130,35,CBC,26.317,-113.8,5.9
955,CALCOFI 6304,5,18,1963,130,40,CBC,26.183,-114.15,0
950,CALCOFI 6304,5,17,1963,130,70,CBC,25.15,-116.033,0
949,CALCOFI 6304,5,16,1963,130,100,CBC,24.15,-117.917,0
925,CALCOFI 6304,4,30,1963,133,19.5,SBC,26.233,-112.433,0
926,CALCOFI 6304,4,30,1963,133,21,SBC,26.217,-112.533,0
927,CALCOFI 6304,4,30,1963,133,23,SBC,26.15,-112.667,0
929,CALCOFI 6304,5,1,1963,133,55,SBC,25.083,-114.717,0
930,CALCOFI 6304,5,1,1963,133,60,SBC,24.917,-115.033,0
931,CALCOFI 6304,5,1,1963,133,65,SBC,24.75,-115.35,0
932,CALCOFI 6304,5,1,1963,133,70,SBC,24.583,-115.65,0
956,CALCOFI 6304,5,19,1963,137,20,SBC,25.683,-112.117,0
957,CALCOFI 6304,5,19,1963,137,21,SBC,25.633,-112.183,0
958,CALCOFI 6304,5,19,1963,137,22,SBC,25.6,-112.25,0
959,CALCOFI 6304,5,19,1963,137,23,SBC,25.567,-112.317,0
960,CALCOFI 6304,5,20,1963,137,50,SBC,24.65,-114.033,0
961,CALCOFI 6304,5,20,1963,137,55,SBC,24.483,-114.333,0.1
962,CALCOFI 6304,5,20,1963,137,60,SBC,24.333,-114.65,0
963,CALCOFI 6304,5,22,1963,140,28.8,SBC,24.8,-112.317,0
964,CALCOFI 6304,5,22,1963,140,29,SBC,24.783,-112.333,0
965,CALCOFI 6304,5,22,1963,140,30,SBC,24.767,-112.4,0
966,CALCOFI 6304,5,22,1963,140,35,SBC,24.583,-112.717,0
1053,CALCOFI 6404,4,28,1964,60,70,CC,37.3,-124.333,70.6
1046,CALCOFI 6404,4,27,1964,60,80,CC,36.967,-125.017,36.2
1047,CALCOFI 6404,4,27,1964,63,50,CC,37.383,-122.483,0
1048,CALCOFI 6404,4,27,1964,63,51,CC,37.35,-122.533,86.9
1049,CALCOFI 6404,4,27,1964,63,55,CC,37.2,-122.833,999.6
1041,CALCOFI 6404,4,26,1964,67,55,CC,36.6,-122.55,138.2
1042,CALCOFI 6404,4,26,1964,67,60,CC,36.467,-122.85,36.7
1037,CALCOFI 6404,4,25,1964,67,65,CC,36.3,-123.183,110.1
1038,CALCOFI 6404,4,25,1964,67,70,CC,36.133,-123.5,296.5
1031,CALCOFI 6404,4,24,1964,70,50,CC,36.183,-121.733,274.5
1032,CALCOFI 6404,4,24,1964,70,52,CC,36.15,-121.833,233.3
1033,CALCOFI 6404,4,24,1964,70,53,CC,36.117,-121.9,200.5
1039,CALCOFI 6404,4,25,1964,70,60,CC,35.85,-122.383,22.3
1034,CALCOFI 6404,4,24,1964,73,70,CC,34.967,-122.733,13.6
1025,CALCOFI 6404,4,23,1964,73,80,CC,34.633,-123.367,26.2
1026,CALCOFI 6404,4,23,1964,77,49,SC,35.1,-120.8,31.2
1027,CALCOFI 6404,4,23,1964,77,51,SC,35.033,-120.933,164.2
1021,CALCOFI 6404,4,22,1964,80,80,SC,33.483,-122.55,368.4
1013,CALCOFI 6404,4,20,1964,82,47,SC,34.25,-119.967,9.7
1014,CALCOFI 6404,4,20,1964,83,43,SC,34.133,-119.567,28.6
1020,CALCOFI 6404,4,21,1964,83,51,SC,33.867,-120.133,2.9
968,CALCOFI 6401,2,6,1964,83,60,SC,33.567,-120.75,47.3
969,CALCOFI 6401,2,6,1964,83,65,SC,33.367,-121.1,85.6
977,CALCOFI 6401,2,8,1964,87,35,SC,33.833,-118.633,7.2
1015,CALCOFI 6404,4,20,1964,87,35,SC,33.833,-118.633,12
978,CALCOFI 6401,2,8,1964,87,40,SC,33.667,-118.967,3.4
1016,CALCOFI 6404,4,20,1964,87,40,SC,33.667,-118.967,7.3
979,CALCOFI 6401,2,8,1964,87,45,SC,33.5,-119.317,24.2
1009,CALCOFI 6404,4,19,1964,87,45,SC,33.5,-119.317,15.4
973,CALCOFI 6401,2,7,1964,87,55,SC,33.167,-120,73.6
1010,CALCOFI 6404,4,19,1964,87,80,SC,32.283,-121.7,349.6
974,CALCOFI 6401,2,7,1964,87,80,SC,32.383,-121.717,2.1
970,CALCOFI 6401,2,6,1964,90,27.5,SC,33.483,-117.75,0
971,CALCOFI 6401,2,6,1964,90,28,SC,33.483,-117.783,0.3
1000,CALCOFI 6404,4,16,1964,90,32,SC,33.35,-118.033,36.6
1002,CALCOFI 6404,4,17,1964,90,37,SC,33.183,-118.383,4.4
972,CALCOFI 6401,2,6,1964,90,45,SC,32.917,-118.933,0.1
975,CALCOFI 6401,2,7,1964,90,53,SC,32.65,-119.483,1.2
1003,CALCOFI 6404,4,17,1964,90,70,SC,32.067,-120.65,12
976,CALCOFI 6401,2,7,1964,90,70,SC,32.083,-120.633,3.1
1007,CALCOFI 6404,4,18,1964,90,80,SC,31.717,-121.317,54.4
980,CALCOFI 6401,2,8,1964,90,80,SC,31.733,-121.317,0.1
981,CALCOFI 6401,2,8,1964,93,27,SC,32.933,-117.317,0.4
987,CALCOFI 6404,4,10,1964,93,28,SC,32.917,-117.367,5.4
982,CALCOFI 6401,2,8,1964,93,30,SC,32.833,-117.517,0.7
988,CALCOFI 6404,4,10,1964,93,30,SC,32.833,-117.517,13.1
983,CALCOFI 6401,2,9,1964,93,35,SC,32.683,-117.867,2.2
989,CALCOFI 6404,4,11,1964,93,35,SC,32.683,-117.85,129.6
990,CALCOFI 6404,4,11,1964,93,50,SC,32.183,-118.9,84.6
991,CALCOFI 6404,4,12,1964,93,55,SC,32.017,-119.233,319.5
984,CALCOFI 6401,2,9,1964,93,65,SC,31.667,-119.9,22.6
985,CALCOFI 6401,2,9,1964,93,70,SC,31.517,-120.233,5.7
986,CALCOFI 6401,2,10,1964,93,80,SC,31.117,-120.933,10.6
992,CALCOFI 6404,4,12,1964,93,80,SC,31.183,-120.883,19.6
996,CALCOFI 6404,4,15,1964,97,29,NBC,32.283,-117.083,0.7
997,CALCOFI 6404,4,15,1964,97,30,NBC,32.267,-117.15,0.6
993,CALCOFI 6404,4,15,1964,100,29,NBC,31.7,-116.717,18.5
994,CALCOFI 6404,4,15,1964,100,30,NBC,31.683,-116.783,14.8
995,CALCOFI 6404,4,15,1964,100,35,NBC,31.517,-117.117,9.8
998,CALCOFI 6404,4,16,1964,100,40,NBC,31.35,-117.45,4.9
999,CALCOFI 6404,4,16,1964,100,45,NBC,31.15,-117.833,110
1004,CALCOFI 6404,4,18,1964,103,45,NBC,30.6,-117.4,3.6
1001,CALCOFI 6404,4,17,1964,103,50,NBC,30.433,-117.75,16.8
1005,CALCOFI 6404,4,18,1964,107,40,NBC,30.167,-116.717,5.4
1006,CALCOFI 6404,4,18,1964,107,45,NBC,30,-117.05,1.7
1008,CALCOFI 6404,4,19,1964,107,50,NBC,29.833,-117.4,6.5
1017,CALCOFI 6404,4,21,1964,110,35,NBC,29.767,-116,5.8
1018,CALCOFI 6404,4,21,1964,110,40,NBC,29.6,-116.333,2
1011,CALCOFI 6404,4,20,1964,110,45,NBC,29.433,-116.667,0.8
1012,CALCOFI 6404,4,20,1964,110,50,NBC,29.283,-116.983,6.2
1019,CALCOFI 6404,4,21,1964,113,45,CBC,28.867,-116.283,0.7
1028,CALCOFI 6404,4,24,1964,117,35,CBC,28.633,-115.267,1.1
1022,CALCOFI 6404,4,23,1964,117,40,CBC,28.467,-115.6,0
1023,CALCOFI 6404,4,23,1964,117,45,CBC,28.283,-115.917,0
1024,CALCOFI 6404,4,23,1964,118,39,CBC,28.317,-115.4,0
1029,CALCOFI 6404,4,24,1964,120,35,CBC,28.05,-114.9,0
1030,CALCOFI 6404,4,24,1964,120,40,CBC,27.95,-115.233,0
1035,CALCOFI 6404,4,25,1964,120,45,CBC,27.717,-115.55,0
1036,CALCOFI 6404,4,25,1964,120,50,CBC,27.55,-115.9,0
1040,CALCOFI 6404,4,26,1964,123,36,CBC,27.433,-114.6,0
1043,CALCOFI 6404,4,27,1964,127,33,CBC,26.967,-114.033,0
1044,CALCOFI 6404,4,27,1964,127,34,CBC,26.917,-114.117,0
1045,CALCOFI 6404,4,27,1964,127,40,CBC,26.733,-114.483,0
1050,CALCOFI 6404,4,28,1964,130,25.5,CBC,26.633,-113.183,0
1051,CALCOFI 6404,4,28,1964,130,26,CBC,26.617,-113.217,0
1052,CALCOFI 6404,4,28,1964,130,28,CBC,26.55,-113.35,0
1107,CALCOFI 6504,4,15,1965,63,51,CC,37.35,-122.533,0.7
1108,CALCOFI 6504,4,15,1965,63,52,CC,37.317,-122.6,2.2
1109,CALCOFI 6504,4,15,1965,63,60,CC,37.05,-123.183,58.7
1105,CALCOFI 6504,4,14,1965,67,65,CC,36.317,-123.15,24.6
1106,CALCOFI 6504,4,14,1965,67,70,CC,36.1,-123.5,47.8
1097,CALCOFI 6504,4,13,1965,70,50,CC,36.183,-121.733,0.9
1098,CALCOFI 6504,4,13,1965,70,51,CC,36.167,-121.767,111.5
1099,CALCOFI 6504,4,13,1965,70,52,CC,36.15,-121.833,299.6
1100,CALCOFI 6504,4,13,1965,70,53,CC,36.117,-121.9,158.6
1091,CALCOFI 6504,4,11,1965,73,49.4,CC,35.633,-121.25,0.1
1093,CALCOFI 6504,4,12,1965,73,80,CC,34.65,-123.383,212.9
1092,CALCOFI 6504,4,11,1965,77,47.6,SC,35.15,-120.7,0
1089,CALCOFI 6504,4,10,1965,77,70,SC,34.4,-122.267,13.7
1090,CALCOFI 6504,4,10,1965,77,80,SC,34.067,-122.95,2.8
1085,CALCOFI 6504,4,9,1965,80,52,SC,34.4,-120.617,60.5
1086,CALCOFI 6504,4,9,1965,80,55,SC,34.317,-120.8,80
1087,CALCOFI 6504,4,9,1965,80,60,SC,34.15,-121.1,21.3
1088,CALCOFI 6504,4,9,1965,80,65,SC,33.983,-121.5,148.7
1084,CALCOFI 6504,4,8,1965,83,40,SC,34.233,-119.367,0.2
1082,CALCOFI 6504,4,7,1965,83,70,SC,33.25,-121.417,26.5
1083,CALCOFI 6504,4,7,1965,83,80,SC,32.933,-122.117,222.9
1073,CALCOFI 6504,4,5,1965,87,32.5,SC,33.933,-118.45,0
1074,CALCOFI 6504,4,5,1965,87,33,SC,33.9,-118.483,0
1075,CALCOFI 6504,4,5,1965,87,34,SC,33.867,-118.55,0.4
1076,CALCOFI 6504,4,5,1965,87,35,SC,33.833,-118.633,3.2
1078,CALCOFI 6504,4,6,1965,87,70,SC,32.633,-121.067,31.8
1077,CALCOFI 6504,4,5,1965,90,27.5,SC,33.5,-117.75,0.1
1070,CALCOFI 6504,4,4,1965,90,53,SC,32.65,-119.483,52.9
1071,CALCOFI 6504,4,4,1965,90,60,SC,32.433,-119.933,29.4
1072,CALCOFI 6504,4,4,1965,90,65,SC,32.267,-120.283,2.1
1059,CALCOFI 6504,4,1,1965,93,35,SC,32.683,-117.867,13.4
1060,CALCOFI 6504,4,1,1965,93,40,SC,32.5,-118.183,29.7
1061,CALCOFI 6504,4,2,1965,93,60,SC,31.8,-119.55,26.4
1062,CALCOFI 6504,4,2,1965,93,65,SC,31.667,-119.9,18.8
1063,CALCOFI 6504,4,2,1965,93,70,SC,31.5,-120.233,16.3
1054,CALCOFI 6504,3,31,1965,97,29,NBC,32.3,-117.083,0
1055,CALCOFI 6504,3,31,1965,97,30,NBC,32.267,-117.117,0.2
1056,CALCOFI 6504,3,31,1965,97,32,NBC,32.2,-117.25,0.6
1057,CALCOFI 6504,3,31,1965,97,35,NBC,32.083,-117.467,129.4
1058,CALCOFI 6504,3,31,1965,97,40,NBC,31.917,-117.833,5.8
1064,CALCOFI 6504,4,3,1965,100,45,NBC,31.167,-117.783,7.9
1065,CALCOFI 6504,4,3,1965,100,50,NBC,31.017,-118.15,23
1066,CALCOFI 6504,4,4,1965,103,30,NBC,31.1,-116.417,0.1
1067,CALCOFI 6504,4,4,1965,103,35,NBC,30.933,-116.75,57.1
1068,CALCOFI 6504,4,4,1965,103,40,NBC,30.767,-117.083,5.1
1069,CALCOFI 6504,4,4,1965,103,45,NBC,30.6,-117.4,0.7
1079,CALCOFI 6504,4,7,1965,107,30,NBC,30.5,-116.05,0
1080,CALCOFI 6504,4,7,1965,107,32,NBC,30.433,-116.183,7.9
1081,CALCOFI 6504,4,7,1965,107,35,NBC,30.35,-116.367,7.6
1094,CALCOFI 6504,4,13,1965,113,35,CBC,29.2,-115.633,0
1095,CALCOFI 6504,4,13,1965,113,40,CBC,29.033,-115.95,0
1096,CALCOFI 6504,4,13,1965,113,45,CBC,28.867,-116.3,0
1101,CALCOFI 6504,4,14,1965,117,40,CBC,28.467,-115.6,0.4
1102,CALCOFI 6504,4,14,1965,117,45,CBC,28.3,-115.933,0
1103,CALCOFI 6504,4,14,1965,117,50,CBC,28.133,-116.25,0
1104,CALCOFI 6504,4,14,1965,118,39,CBC,28.317,-115.4,1
1111,CALCOFI 6504,4,17,1965,120,23,CBC,28.45,-114.117,0
1112,CALCOFI 6504,4,17,1965,120,24,CBC,28.417,-114.183,0
1113,CALCOFI 6504,4,17,1965,120,25,CBC,28.383,-114.25,0
1114,CALCOFI 6504,4,17,1965,120,30,CBC,28.217,-114.567,0
1110,CALCOFI 6504,4,16,1965,120,50,CBC,27.533,-115.833,0
1115,CALCOFI 6504,4,19,1965,127,45,CBC,26.567,-114.783,0
1116,CALCOFI 6504,4,19,1965,127,50,CBC,26.4,-115.133,0
1117,CALCOFI 6504,4,20,1965,130,26,CBC,26.617,-113.217,0
1118,CALCOFI 6504,4,20,1965,130,28,CBC,26.55,-113.35,0
1119,CALCOFI 6504,4,20,1965,130,30,CBC,26.483,-113.483,0
1120,CALCOFI 6504,4,20,1965,130,35,CBC,26.317,-113.8,0
1189,CALCOFI 6604,4,10,1966,60,70,CC,37.283,-124.333,25.4
1190,CALCOFI 6604,4,10,1966,63,65,CC,36.833,-123.55,430.2
1191,CALCOFI 6604,4,10,1966,63,70,CC,36.7,-123.883,30.4
1185,CALCOFI 6604,4,9,1966,67,55,CC,36.667,-122.433,42.5
1186,CALCOFI 6604,4,9,1966,67,60,CC,36.467,-122.783,224.4
1187,CALCOFI 6604,4,9,1966,67,65,CC,36.3,-123.15,25.9
1188,CALCOFI 6604,4,9,1966,67,70,CC,36.133,-123.483,44.2
1181,CALCOFI 6604,4,8,1966,70,51,CC,36.183,-121.733,2037.4
1182,CALCOFI 6604,4,8,1966,70,53,CC,36.1,-121.933,432.3
1183,CALCOFI 6604,4,8,1966,70,60,CC,35.867,-122.367,47.3
1184,CALCOFI 6604,4,8,1966,70,65,CC,35.717,-122.75,84.5
1179,CALCOFI 6604,4,7,1966,73,60,CC,35.267,-121.983,78.9
1180,CALCOFI 6604,4,7,1966,73,70,CC,34.967,-122.667,164.8
1122,CALCOFI 6601,2,1,1966,77,48,SC,35.133,-120.733,0.5
1123,CALCOFI 6601,2,1,1966,77,51,SC,35.033,-120.933,44
1124,CALCOFI 6601,2,1,1966,77,55,SC,34.9,-121.217,117.2
1125,CALCOFI 6601,2,1,1966,77,60,SC,34.733,-121.567,71.6
1177,CALCOFI 6604,4,6,1966,77,70,SC,34.417,-122.267,33.4
1178,CALCOFI 6604,4,6,1966,77,80,SC,34.05,-122.983,204.4
1130,CALCOFI 6601,2,2,1966,80,51,SC,34.433,-120.55,45.3
1172,CALCOFI 6604,4,5,1966,80,51,SC,34.433,-120.517,233
1131,CALCOFI 6601,2,2,1966,80,52,SC,34.4,-120.617,43.2
1173,CALCOFI 6604,4,5,1966,80,52,SC,34.4,-120.6,338.5
1174,CALCOFI 6604,4,5,1966,80,55,SC,34.3,-120.783,257
1132,CALCOFI 6601,2,2,1966,80,55,SC,34.317,-120.8,33.8
